area_code,grid_row,grid_col,street_lamp_count,cctv_count,activity_count,footway_km,lit_yes_km,lit_tagged_km,streetlight_density,cctv_coverage,activity_density,footpath_quality,lit_share_score,lighting_score,crowd_density,osm_coverage,osm_evidence,infra_score
AREA-17-14,17,14,0,1,134,0.0,0.0,0.0,0.0,0.1209,1.0,0.0,0.7238,0.7238,1.0,1.0,135.0,0.1209
AREA-17-15,17,15,0,0,8,0.0,0.0,0.0,0.0,0.0,0.4867,0.0,0.7238,0.7238,0.4867,0.5688,8.0,0.5
AREA-17-16,17,16,0,0,10,0.0,0.0,0.0,0.0,0.0,0.539,0.0,0.7238,0.7238,0.539,0.6208,10.0,0.5
AREA-17-17,17,17,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-17-18,17,18,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-17-19,17,19,0,0,17,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.7238,0.7238,0.67,0.7483,17.0,0.5
AREA-17-20,17,20,0,0,35,1.5187,0.0,0.0,0.0,0.0,0.8582,0.3954,0.7238,0.7238,0.8582,0.9772,42.594,0.3954
AREA-17-21,17,21,0,0,3,0.8627,0.0,0.0,0.0,0.0,0.2843,0.2543,0.7238,0.7238,0.2843,0.5483,7.314,0.2543
AREA-17-22,17,22,0,2,7,0.8428,0.0,0.0,0.0,0.2031,0.4563,0.2495,0.7238,0.7238,0.4563,0.6871,13.214,0.2245
AREA-17-23,17,23,0,0,8,2.2997,0.0,0.0,0.0,0.0,0.4867,0.5299,0.7238,0.7238,0.4867,0.7819,19.498,0.5299
AREA-17-24,17,24,0,0,0,0.1555,0.0,0.0,0.0,0.0,0.0,0.0543,0.7238,0.7238,0.0,0.1489,0.778,0.0543
AREA-17-25,17,25,0,0,0,0.3831,0.0,0.0,0.0,0.0,0.0,0.126,0.7238,0.7238,0.0,0.277,1.916,0.126
AREA-17-26,17,26,0,0,1,6.8556,0.0,0.0,0.0,0.0,0.1294,1.0,0.7238,0.7238,0.1294,0.9297,35.278,1.0
AREA-17-27,17,27,0,0,2,6.4854,0.0,0.0,0.0,0.0,0.2175,0.973,0.7238,0.7238,0.2175,0.9235,34.427,0.973
AREA-17-28,17,28,0,9,18,7.7872,0.0,0.0,0.0,0.4801,0.6845,1.0,0.7238,0.7238,0.6845,1.0,65.936,0.7201
AREA-17-29,17,29,0,4,21,11.5466,0.0,0.0,0.0,0.3159,0.7241,1.0,0.7238,0.7238,0.7241,1.0,82.733,0.6316
AREA-17-30,17,30,0,0,0,14.8869,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,74.434,1.0
AREA-17-31,17,31,0,0,0,6.81,0.0,0.0,0.0,0.0,0.0,0.9971,0.7238,0.7238,0.0,0.9208,34.05,0.9971
AREA-17-32,17,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-17-33,17,33,0,0,0,1.3221,0.0,0.0,0.0,0.0,0.0,0.3564,0.7238,0.7238,0.0,0.5254,6.61,0.3564
AREA-17-34,17,34,0,0,0,7.5111,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9454,37.556,1.0
AREA-17-35,17,35,0,0,0,20.6225,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,103.112,1.0
AREA-17-36,17,36,0,0,0,4.8532,0.0,0.0,0.0,0.0,0.0,0.8354,0.7238,0.7238,0.0,0.836,24.266,0.8354
AREA-17-37,17,37,0,0,0,0.28,0.0,0.0,0.0,0.0,0.0,0.0945,0.7238,0.7238,0.0,0.2266,1.4,0.0945
AREA-17-38,17,38,0,0,0,0.5037,0.0,0.0,0.0,0.0,0.0,0.1608,0.7238,0.7238,0.0,0.3257,2.519,0.1608
AREA-17-39,17,39,0,0,0,1.3529,0.0,0.0,0.0,0.0,0.0,0.3627,0.7238,0.7238,0.0,0.5306,6.764,0.3627
AREA-18-00,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-01,18,1,0,0,0,2.6701,0.0,0.0,0.0,0.0,0.0,0.5847,0.7238,0.7238,0.0,0.6896,13.35,0.5847
AREA-18-02,18,2,0,0,0,3.7861,0.0,0.0,0.0,0.0,0.0,0.7255,0.7238,0.7238,0.0,0.7746,18.93,0.7255
AREA-18-03,18,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-18-04,18,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-05,18,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-06,18,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-07,18,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-08,18,8,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-18-09,18,9,0,0,2,0.3982,0.0,0.0,0.0,0.0,0.2175,0.1304,0.7238,0.7238,0.2175,0.4162,3.991,0.1304
AREA-18-10,18,10,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-18-11,18,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-12,18,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-13,18,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-18-14,18,14,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-18-15,18,15,0,0,7,0.0,0.0,0.0,0.0,0.0,0.4563,0.0,0.7238,0.7238,0.4563,0.5383,7.0,0.5
AREA-18-16,18,16,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-18-17,18,17,0,0,10,0.0,0.0,0.0,0.0,0.0,0.539,0.0,0.7238,0.7238,0.539,0.6208,10.0,0.5
AREA-18-18,18,18,0,0,20,0.0,0.0,0.0,0.0,0.0,0.7115,0.0,0.7238,0.7238,0.7115,0.7882,20.0,0.5
AREA-18-19,18,19,0,0,35,0.4898,0.0,0.0,0.0,0.0,0.8582,0.1569,0.7238,0.7238,0.8582,0.9447,37.449,0.1569
AREA-18-20,18,20,0,0,20,4.3379,0.0,0.0,0.0,0.0,0.7115,0.7848,0.7238,0.7238,0.7115,0.9718,41.69,0.7848
AREA-18-21,18,21,0,0,13,6.1883,0.0,0.0,0.0,0.0,0.6028,0.9501,0.7238,0.7238,0.6028,0.9851,43.942,0.9501
AREA-18-22,18,22,0,3,8,1.2347,0.0,0.0,0.0,0.2655,0.4867,0.3382,0.7238,0.7238,0.4867,0.7507,17.174,0.2991
AREA-18-23,18,23,0,0,2,0.0787,0.0,0.0,0.0,0.0,0.2175,0.0281,0.7238,0.7238,0.2175,0.3163,2.394,0.0281
AREA-18-24,18,24,0,0,0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0067,0.7238,0.7238,0.0,0.0228,0.092,0.0067
AREA-18-25,18,25,0,0,0,0.5911,0.0,0.0,0.0,0.0,0.0,0.1849,0.7238,0.7238,0.0,0.356,2.956,0.1849
AREA-18-26,18,26,0,0,16,2.4564,0.0,0.0,0.0,0.0,0.6546,0.5537,0.7238,0.7238,0.6546,0.8742,28.282,0.5537
AREA-18-27,18,27,0,0,6,0.807,0.0,0.0,0.0,0.0,0.4222,0.2407,0.7238,0.7238,0.4222,0.6216,10.035,0.2407
AREA-18-28,18,28,0,0,135,3.2675,0.0,0.0,0.0,0.0,1.0,0.664,0.7238,0.7238,1.0,1.0,151.338,0.664
AREA-18-29,18,29,0,266,750,16.2519,0.0,0.0,0.0,1.0,1.0,1.0,0.7238,0.7238,1.0,1.0,1097.26,1.0
AREA-18-30,18,30,0,0,0,8.8066,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9857,44.033,1.0
AREA-18-31,18,31,0,0,0,9.5642,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,1.0,47.821,1.0
AREA-18-32,18,32,0,0,0,1.1329,0.0,0.0,0.0,0.0,0.0,0.3164,0.7238,0.7238,0.0,0.491,5.664,0.3164
AREA-18-33,18,33,0,0,0,5.0541,0.0,0.0,0.0,0.0,0.0,0.8541,0.7238,0.7238,0.0,0.8461,25.27,0.8541
AREA-18-34,18,34,0,0,0,7.8043,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9551,39.021,1.0
AREA-18-35,18,35,0,0,0,7.698,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9516,38.49,1.0
AREA-18-36,18,36,0,0,0,7.1571,0.0,0.0,0.0,0.0,0.0,1.0,0.7238,0.7238,0.0,0.9333,35.786,1.0
AREA-18-37,18,37,0,0,0,0.2676,0.0,0.0,0.0,0.0,0.0,0.0906,0.7238,0.7238,0.0,0.2199,1.338,0.0906
AREA-18-38,18,38,0,0,0,0.4535,0.0,0.0,0.0,0.0,0.0,0.1465,0.7238,0.7238,0.0,0.3065,2.268,0.1465
AREA-18-39,18,39,0,0,0,1.0006,0.0,0.0,0.0,0.0,0.0,0.2868,0.7238,0.7238,0.0,0.464,5.003,0.2868
AREA-19-00,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-01,19,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-02,19,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-03,19,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-04,19,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-05,19,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-06,19,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-07,19,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-08,19,8,0,0,0,0.166,0.0,0.0,0.0,0.0,0.0,0.0577,0.7238,0.7238,0.0,0.1564,0.83,0.0577
AREA-19-09,19,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-10,19,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-11,19,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-12,19,12,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1294,0.0,0.7238,0.7238,0.1294,0.1794,1.0,0.5
AREA-19-13,19,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-19-14,19,14,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-19-15,19,15,0,0,8,0.0,0.0,0.0,0.0,0.0,0.4867,0.0,0.7238,0.7238,0.4867,0.5688,8.0,0.5
AREA-19-16,19,16,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-19-17,19,17,0,0,8,0.0,0.0,0.0,0.0,0.0,0.4867,0.0,0.7238,0.7238,0.4867,0.5688,8.0,0.5
AREA-19-18,19,18,0,0,5,0.0,0.0,0.0,0.0,0.0,0.3834,0.0,0.7238,0.7238,0.3834,0.4638,5.0,0.5
AREA-19-19,19,19,0,0,8,0.0,0.0,0.0,0.0,0.0,0.4867,0.0,0.7238,0.7238,0.4867,0.5688,8.0,0.5
AREA-19-20,19,20,0,0,15,6.6451,0.0,0.0,0.0,0.0,0.6384,0.985,0.7238,0.7238,0.6384,1.0,48.226,0.985
AREA-19-21,19,21,0,0,28,1.1014,0.0,0.0,0.0,0.0,0.7991,0.3095,0.7238,0.7238,0.7991,0.9167,33.507,0.3095
AREA-19-22,19,22,0,3,8,1.0772,0.0,0.0,0.0,0.2655,0.4867,0.3041,0.7238,0.7238,0.4867,0.7393,16.386,0.2833
AREA-19-23,19,23,0,0,14,0.1873,0.0,0.0,0.0,0.0,0.6211,0.0648,0.7238,0.7238,0.6211,0.7167,14.936,0.0648
AREA-19-24,19,24,0,0,11,0.6511,0.0,0.0,0.0,0.0,0.5619,0.2009,0.7238,0.7238,0.5619,0.7054,14.256,0.2009
AREA-19-25,19,25,0,0,22,1.4672,0.0,0.0,0.0,0.0,0.7361,0.3855,0.7238,0.7238,0.7361,0.8834,29.336,0.3855
AREA-19-26,19,26,0,0,41,3.8888,0.0,0.0,0.0,0.0,0.9004,0.7369,0.7238,0.7238,0.9004,1.0,60.444,0.7369
AREA-19-27,19,27,0,6,215,2.3145,0.0,0.0,0.0,0.3943,1.0,0.5322,0.7238,0.7238,1.0,1.0,232.572,0.458
AREA-19-28,19,28,0,0,111,4.8926,0.0,0.0,0.0,0.0,1.0,0.8391,0.7238,0.7238,1.0,1.0,135.463,0.8391
AREA-19-29,19,29,0,9,119,12.1999,0.0,0.0,0.0,0.4801,1.0,1.0,0.7238,0.7238,1.0,1.0,189.0,0.7201
AREA-19-30,19,30,0,0,0,2.0385,0.0,0.0,0.0,0.0,0.0,0.4881,0.7238,0.7238,0.0,0.6253,10.192,0.4881
AREA-19-31,19,31,0,0,1,6.8252,1.0023,1.0023,0.0,0.0,0.1294,0.9982,0.8621,0.8621,0.1294,0.9622,40.137,0.9982
AREA-19-32,19,32,0,0,0,2.9001,0.0,0.0,0.0,0.0,0.0,0.6165,0.7238,0.7238,0.0,0.7096,14.5,0.6165
AREA-19-33,19,33,0,0,0,1.4987,0.0,0.0,0.0,0.0,0.0,0.3916,0.7238,0.7238,0.0,0.5538,7.493,0.3916
AREA-19-34,19,34,0,0,0,1.0563,0.0,0.0,0.0,0.0,0.0,0.2994,0.7238,0.7238,0.0,0.4757,5.282,0.2994
AREA-19-35,19,35,0,0,0,2.9201,0.0,0.0,0.0,0.0,0.0,0.6192,0.7238,0.7238,0.0,0.7112,14.6,0.6192
AREA-19-36,19,36,0,0,1,1.0965,0.0,0.0,0.0,0.0,0.1294,0.3084,0.7238,0.7238,0.1294,0.521,6.482,0.3084
AREA-19-37,19,37,0,0,0,2.6855,0.0,0.0,0.0,0.0,0.0,0.5869,0.7238,0.7238,0.0,0.691,13.428,0.5869
AREA-19-38,19,38,0,0,0,0.5395,0.0,0.0,0.0,0.0,0.0,0.1708,0.7238,0.7238,0.0,0.3385,2.698,0.1708
AREA-19-39,19,39,0,0,0,1.9048,0.0,0.0,0.0,0.0,0.0,0.4656,0.7238,0.7238,0.0,0.6093,9.524,0.4656
AREA-20-00,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-01,20,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-02,20,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-03,20,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-04,20,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-05,20,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-06,20,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-07,20,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-08,20,8,0,0,0,0.1205,0.0,0.0,0.0,0.0,0.0,0.0424,0.7238,0.7238,0.0,0.1221,0.602,0.0424
AREA-20-09,20,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-10,20,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-11,20,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-12,20,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-13,20,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-14,20,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-15,20,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-16,20,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-17,20,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-18,20,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-20-19,20,19,0,0,1,0.0,1.0182,1.0182,0.0,0.0,0.1294,0.0,0.8632,0.8632,0.1294,0.5071,6.091,0.5
AREA-20-20,20,20,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-20-21,20,21,0,0,16,0.0,0.0,0.0,0.0,0.0,0.6546,0.0,0.7238,0.7238,0.6546,0.7335,16.0,0.5
AREA-20-22,20,22,0,0,10,0.0,0.0,0.0,0.0,0.0,0.539,0.0,0.7238,0.7238,0.539,0.6208,10.0,0.5
AREA-20-23,20,23,0,0,26,0.0,0.0,0.0,0.0,0.0,0.7796,0.0,0.7238,0.7238,0.7796,0.8532,26.0,0.5
AREA-20-24,20,24,0,0,13,0.0339,0.0,0.0,0.0,0.0,0.6028,0.0122,0.7238,0.7238,0.6028,0.6863,13.17,0.0122
AREA-20-25,20,25,0,0,6,0.1341,0.0,0.0,0.0,0.0,0.4222,0.0471,0.7238,0.7238,0.4222,0.5274,6.67,0.0471
AREA-20-26,20,26,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2843,0.0,0.7238,0.7238,0.2843,0.3589,3.0,0.5
AREA-20-27,20,27,0,0,22,0.0,0.0,0.0,0.0,0.0,0.7361,0.0,0.7238,0.7238,0.7361,0.8117,22.0,0.5
AREA-20-28,20,28,0,0,31,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.7238,0.7238,0.826,0.8972,31.0,0.5
AREA-20-29,20,29,2,0,68,0.2963,0.3218,0.3218,0.2419,0.0,1.0,0.0996,0.7911,0.7142,1.0,1.0,73.09,0.1762
AREA-20-30,20,30,0,18,194,12.3029,2.6918,2.6918,0.0,0.6393,1.0,1.0,0.9252,0.9252,1.0,1.0,286.974,0.8058
AREA-20-31,20,31,0,0,9,10.1929,0.3036,0.3036,0.0,0.0,0.5141,1.0,0.7882,0.7882,0.5141,1.0,61.482,1.0
AREA-20-32,20,32,0,0,0,0.3571,0.0,0.0,0.0,0.0,0.0,0.1182,0.7238,0.7238,0.0,0.2652,1.785,0.1182
AREA-20-33,20,33,0,0,6,7.8122,0.0,0.0,0.0,0.0,0.4222,1.0,0.7238,0.7238,0.4222,0.9915,45.061,1.0
AREA-20-34,20,34,0,0,46,0.3265,0.0,0.0,0.0,0.0,0.9314,0.1089,0.7238,0.7238,0.9314,1.0,47.632,0.1089
AREA-20-35,20,35,0,0,19,0.2096,0.0,0.0,0.0,0.0,0.6983,0.0721,0.7238,0.7238,0.6983,0.7888,20.048,0.0721
AREA-20-36,20,36,0,0,15,2.793,0.0,0.0,0.0,0.0,0.6384,0.6019,0.7238,0.7238,0.6384,0.8802,28.965,0.6019
AREA-20-37,20,37,0,2,19,1.7028,0.0,0.0,0.0,0.2031,0.6983,0.4299,0.7238,0.7238,0.6983,0.8849,29.514,0.3078
AREA-20-38,20,38,0,0,2,0.0,0.0,0.0,0.0,0.0,0.2175,0.0,0.7238,0.7238,0.2175,0.2844,2.0,0.5
AREA-20-39,20,39,0,0,11,0.1959,0.0,0.0,0.0,0.0,0.5619,0.0676,0.7238,0.7238,0.5619,0.6636,11.98,0.0676
AREA-21-00,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-01,21,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-02,21,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-03,21,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-04,21,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-05,21,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-06,21,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-07,21,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-08,21,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-09,21,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-10,21,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-11,21,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-12,21,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-13,21,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-14,21,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-15,21,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-16,21,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-17,21,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-18,21,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-19,21,19,0,0,0,0.0,0.0,0.0547,0.0,0.0,0.0,0.0,0.6863,0.6863,0.0,0.0626,0.273,0.5
AREA-21-20,21,20,0,0,12,0.0,0.0,0.0,0.0,0.0,0.5831,0.0,0.7238,0.7238,0.5831,0.664,12.0,0.5
AREA-21-21,21,21,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-21-22,21,22,0,0,27,0.0,0.9869,0.9869,0.0,0.0,0.7895,0.0,0.861,0.861,0.7895,0.9047,31.934,0.5
AREA-21-23,21,23,0,0,13,0.0,0.0,0.0,0.0,0.0,0.6028,0.0,0.7238,0.7238,0.6028,0.6832,13.0,0.5
AREA-21-24,21,24,0,0,7,0.0,0.0,0.0,0.0,0.0,0.4563,0.0,0.7238,0.7238,0.4563,0.5383,7.0,0.5
AREA-21-25,21,25,0,0,9,0.0,0.0,0.0,0.0,0.0,0.5141,0.0,0.7238,0.7238,0.5141,0.5961,9.0,0.5
AREA-21-26,21,26,0,0,4,0.0,0.0,0.0,0.0,0.0,0.3382,0.0,0.7238,0.7238,0.3382,0.4166,4.0,0.5
AREA-21-27,21,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7238,0.7238,0.0,0.0,0.0,0.5
AREA-21-28,21,28,0,0,22,0.0,0.0,0.0,0.0,0.0,0.7361,0.0,0.7238,0.7238,0.7361,0.8117,22.0,0.5
AREA-21-29,21,29,0,0,12,0.1336,0.0,0.0,0.0,0.0,0.5831,0.0469,0.7238,0.7238,0.5831,0.677,12.668,0.0469
AREA-21-30,21,30,0,5,48,8.5152,0.0904,0.0904,0.0,0.358,0.9428,1.0,0.7467,0.7467,0.9428,1.0,96.028,0.6543
AREA-21-31,21,31,0,0,2,0.7638,0.0,0.0,0.0,0.0,0.2175,0.2299,0.7238,0.7238,0.2175,0.497,5.819,0.2299
AREA-21-32,21,32,0,0,2,1.7285,0.0,0.0,0.0,0.0,0.2175,0.4345,0.7238,0.7238,0.2175,0.6355,10.642,0.4345
AREA-21-33,21,33,0,0,4,3.359,0.0,0.0,0.0,0.0,0.3382,0.6753,0.7238,0.7238,0.3382,0.7978,20.795,0.6753
AREA-21-34,21,34,0,0,33,3.7527,0.0,0.0,0.0,0.0,0.8425,0.7217,0.7238,0.7238,0.8425,1.0,51.764,0.7217
AREA-21-35,21,35,0,0,19,3.9503,0.0,0.0,0.0,0.0,0.6983,0.7437,0.7238,0.7238,0.6983,0.9534,38.752,0.7437
AREA-21-36,21,36,0,1,47,4.8689,0.0,0.0,0.0,0.1209,0.9371,0.8369,0.7238,0.7238,0.9371,1.0,72.344,0.4513
AREA-21-37,21,37,0,0,14,6.2876,0.0,0.0,0.0,0.0,0.6211,0.9579,0.7238,0.7238,0.6211,0.9936,45.438,0.9579
AREA-21-38,21,38,0,0,56,0.5795,0.0,0.0,0.0,0.0,0.9845,0.1818,0.7238,0.7238,0.9845,1.0,58.898,0.1818
